,Text,Cluster,top_words,representative_term,top_words_BERT
7505,first letter line poem capitalized .,13,"greek, attic, ancient, dialects, modern",ancient,"greek phonology, greek sounds, greek consonants, greek syllable, greek vowel, greek vowels, phonetically ancient, proto greek, syllable ancient, forms greek"
7506,hyphen half-width hyphen ( - ) .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7507,ellipsis changed 6 dots ( .. .. ) 3 dots ( .. ) .,1,"transformation, boost, two, invariant, light",invariant,"transformations lorentz, lorentz transformations, relativistic contraction, frames transformations, lorentz transformation, spacetime lorentz, frame transformation, frame lorentz, general relativity, mechanics relativistic"
7508,"enumeration comma ( 、 ) changed normal comma ( , ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7509,punctuation marks ones used normal texts .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7510,"aftermath world war ii , european colonies , controlling one billion people throughout world , still ruled middle east , south east asia , indian subcontinent .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7511,"war , however , accelerated forces already existence undermining western imperialism asia .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7512,"india , westward movement japanese forces towards bengal world war ii led major concessions part british authorities indian nationalist leaders .",59,"jinnah, india, pakistan, indian, british",jinnah,"1930s jinnah, bjp jinnah, india jinnah, pakistan jinnah, 1918 jinnah, jinnah india, jinnah died, 1948 jinnah, jinnah political, jinnah developed"
7513,"following end war , nationalists indonesia demanded complete independence netherlands .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7514,"end dutch rule opened latent tensions roughly 300 distinct ethnic groups islands , major ethnic fault line javanese non-javanese .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7515,netherlands new guinea dutch administration 1962 ( see also west new guinea dispute ) .,106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7516,"philippines , u.s. remained committed previous pledges grant islands independence , philippines became first western-controlled asian colonies granted independence post-world war ii .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7517,aim greatly complicated rise new political forces .,14,"party, centre, government, coalition, elections",party,"korean leader, korean dictator, 1937 election, 1930 elections, resignation korean, 1952 general, elections 1949, leader chang, elections 1926, korea democrat"
7518,"1968 , pkp underwent split , 1969 maoist faction pkp created new people 's army .",87,"japan, japanese, china, war, chinese",chinese,"japanese war, japan wwii, war japan, war japanese, wwii japanese, conflict japan, japanese attack, japanese attacking, japanese battleship, japanese destroyer"
7519,france remained determined retain control indochina .,106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7520,"meanwhile , vietnam , french war viet minh continued nearly eight years .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7521,qing china defeated russia sino-russian border conflicts .,89,"soviet, russian, russia, central, union",russian,"soviet union, khrushchev outline, soviet occupation, magdeburg soviet, zone soviet, soviet policy, russia signed, khrushchev, soviet, states soviet"
7522,"british consolidating hold india , russian expansion moved steadily eastward pacific , toward middle east .",89,"soviet, russian, russia, central, union",russian,"soviet union, khrushchev outline, soviet occupation, magdeburg soviet, zone soviet, soviet policy, russia signed, khrushchev, soviet, states soviet"
7523,anglo-russian rivalry middle east central asia led brief confrontation afghanistan 1870s .,89,"soviet, russian, russia, central, union",russian,"soviet union, khrushchev outline, soviet occupation, magdeburg soviet, zone soviet, soviet policy, russia signed, khrushchev, soviet, states soviet"
7524,"1907 , united kingdom russia signed agreement - surface -ended rivalry central asia .",89,"soviet, russian, russia, central, union",russian,"soviet union, khrushchev outline, soviet occupation, magdeburg soviet, zone soviet, soviet policy, russia signed, khrushchev, soviet, states soviet"
7525,"following entente , russia increasingly intervened persian domestic politics suppressed nationalist movements threatened st. petersburg london .",89,"soviet, russian, russia, central, union",russian,"soviet union, khrushchev outline, soviet occupation, magdeburg soviet, zone soviet, soviet policy, russia signed, khrushchev, soviet, states soviet"
7526,"france , lost empire british end 18th century , little geographical commercial basis expansion southeast asia .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7527,"french religious commercial interests established indochina early 17th century , concerted effort stabilizing french position possible face british strength indian ocean french defeat europe beginning 19th century .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7528,"treaty saigon 1862 , june 5 , vietnamese emperor ceded france three provinces southern vietnam form french colony cochinchina ; france also secured trade religious privileges rest vietnam protectorate vietnam 's foreign relations .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7529,"beginning 20th century , france created empire indochina nearly 50 percent larger mother country .",106,"dutch, war, portuguese, french, spanish",french,"1763 treaty, 1812 treaty, treaty 1814, britain 1763, war 1763, 1814 colonial, treaty ghent, 1763 1590s, britain ceded, victories treaty"
7530,"1641 , westerners thrown japan .",87,"japan, japanese, china, war, chinese",chinese,"japanese war, japan wwii, war japan, war japanese, wwii japanese, conflict japan, japanese attack, japanese attacking, japanese battleship, japanese destroyer"
